Date,Close
2003-12-01 00:00:00+00:00,187.6300048828125
2003-12-02 00:00:00+00:00,188.00999450683594
2003-12-03 00:00:00+00:00,187.08999633789062
2003-12-04 00:00:00+00:00,186.22000122070312
2003-12-05 00:00:00+00:00,185.8800048828125
2003-12-08 00:00:00+00:00,186.17999267578125
2003-12-09 00:00:00+00:00,186.80999755859375
2003-12-10 00:00:00+00:00,188.50999450683594
2003-12-11 00:00:00+00:00,188.52000427246094
2003-12-12 00:00:00+00:00,188.05999755859375
2003-12-15 00:00:00+00:00,188.16000366210938
2003-12-16 00:00:00+00:00,188.58999633789062
2003-12-17 00:00:00+00:00,189.52000427246094
2003-12-18 00:00:00+00:00,190.6300048828125
2003-12-19 00:00:00+00:00,190.27000427246094
2003-12-22 00:00:00+00:00,189.58999633789062
2003-12-23 00:00:00+00:00,189.41000366210938
2003-12-24 00:00:00+00:00,190.3800048828125
2003-12-25 00:00:00+00:00,190.33999633789062
2003-12-26 00:00:00+00:00,190.4600067138672
2003-12-29 00:00:00+00:00,189.8000030517578
2003-12-30 00:00:00+00:00,190.17999267578125
2003-12-31 00:00:00+00:00,192.02999877929688
2004-01-01 00:00:00+00:00,191.57000732421875
2004-01-02 00:00:00+00:00,192.2899932861328
2004-01-05 00:00:00+00:00,191.94000244140625
2004-01-06 00:00:00+00:00,193.36000061035156
2004-01-07 00:00:00+00:00,192.92999267578125
2004-01-08 00:00:00+00:00,194.6699981689453
2004-01-09 00:00:00+00:00,196.3800048828125
2004-01-12 00:00:00+00:00,196.77999877929688
2004-01-13 00:00:00+00:00,196.3699951171875
2004-01-14 00:00:00+00:00,194.64999389648438
2004-01-15 00:00:00+00:00,193.97000122070312
2004-01-16 00:00:00+00:00,191.75999450683594
2004-01-19 00:00:00+00:00,191.13999938964844
2004-01-20 00:00:00+00:00,194.58999633789062
2004-01-21 00:00:00+00:00,195.74000549316406
2004-01-22 00:00:00+00:00,195.67999267578125
2004-01-23 00:00:00+00:00,195.0500030517578
2004-01-26 00:00:00+00:00,193.02000427246094
2004-01-27 00:00:00+00:00,192.9600067138672
2004-01-28 00:00:00+00:00,192.60000610351562
2004-01-29 00:00:00+00:00,192.38999938964844
2004-01-30 00:00:00+00:00,192.75999450683594
2004-02-02 00:00:00+00:00,192.17999267578125
2004-02-03 00:00:00+00:00,193.77000427246094
2004-02-04 00:00:00+00:00,193.1999969482422
2004-02-05 00:00:00+00:00,193.8000030517578
2004-02-06 00:00:00+00:00,194.82000732421875
2004-02-09 00:00:00+00:00,196.77999877929688
2004-02-10 00:00:00+00:00,197.11000061035156
2004-02-11 00:00:00+00:00,199.3800048828125
2004-02-12 00:00:00+00:00,199.33999633789062
2004-02-13 00:00:00+00:00,198.38999938964844
2004-02-16 00:00:00+00:00,199.13999938964844
2004-02-17 00:00:00+00:00,201.16000366210938
2004-02-18 00:00:00+00:00,201.1699981689453
2004-02-19 00:00:00+00:00,203.0399932861328
2004-02-20 00:00:00+00:00,203.05999755859375
2004-02-23 00:00:00+00:00,202.2899932861328
2004-02-24 00:00:00+00:00,204.5
2004-02-25 00:00:00+00:00,204.02000427246094
2004-02-26 00:00:00+00:00,203.97999572753906
2004-02-27 00:00:00+00:00,204.36000061035156
2004-03-01 00:00:00+00:00,203.5
2004-03-02 00:00:00+00:00,202.4199981689453
2004-03-03 00:00:00+00:00,201.24000549316406
2004-03-04 00:00:00+00:00,202.72999572753906
2004-03-05 00:00:00+00:00,206.6999969482422
2004-03-08 00:00:00+00:00,206.2100067138672
2004-03-09 00:00:00+00:00,203.47999572753906
2004-03-10 00:00:00+00:00,199.9600067138672
2004-03-11 00:00:00+00:00,200.60000610351562
2004-03-12 00:00:00+00:00,199.6199951171875
2004-03-15 00:00:00+00:00,199.05999755859375
2004-03-16 00:00:00+00:00,197.0399932861328
2004-03-17 00:00:00+00:00,196.67999267578125
2004-03-18 00:00:00+00:00,195.97999572753906
2004-03-19 00:00:00+00:00,195.38999938964844
2004-03-22 00:00:00+00:00,197.2100067138672
2004-03-23 00:00:00+00:00,197.69000244140625
2004-03-24 00:00:00+00:00,194.22000122070312
2004-03-25 00:00:00+00:00,191.52000427246094
2004-03-26 00:00:00+00:00,192.8800048828125
2004-03-29 00:00:00+01:00,191.86000061035156
2004-03-30 00:00:00+01:00,193.19000244140625
2004-03-31 00:00:00+01:00,192.10000610351562
2004-04-01 00:00:00+01:00,192.55999755859375
2004-04-02 00:00:00+01:00,191.2100067138672
2004-04-05 00:00:00+01:00,191.67999267578125
2004-04-06 00:00:00+01:00,194.8699951171875
2004-04-07 00:00:00+01:00,193.50999450683594
2004-04-08 00:00:00+01:00,194.8300018310547
2004-04-09 00:00:00+01:00,194.99000549316406
2004-04-12 00:00:00+01:00,193.6999969482422
